"This file (cmr-smslareunion-tei-v1-answers.csv) collects the answers to the questionnaire ""cmr-smslareunion-tei-v1-questionnaire.pdf"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID;SEXE;AGE;LG_MAT_S;LG_MAT_C;LG_MAT_F;LG_MAT_O;LG_MAT_OTXT;LG_HOME_S;LG_HOME_C;LG_HOME_F;LG_HOME_O;LG_HOME_OTXT;LG_FRIEND_S;LG_FRIEND_C;LG_FRIEND_F;LG_FRIEND_O;LG_FRIEND_OTXT;LG_JOB_S;LG_JOB_C;LG_JOB_F;LG_JOB_O;LG_JOB_OTXT;STUDIES;STUDIES_TYPE;JOB;ZIP_HOME;ZIP_JOB;SMS_TIME;COUNT_WEEK;DICO;CHAT;FORUM;MAIL;WEB;DEST_JEUX;DEST_AMIS;DEST_FAM;DEST_COLL;DEST_O;DEST_OTXT;LG_DEST;LG_DESTF_S;LG_DESTF_C;LG_DESTF_F;LG_DESTF_O;LG_DESTF_OTXT;LG_DESTCON_S;LG_DESTCON_C;LG_DESTCON_F;LG_DESTCON_O;LG_DESTCON_OTXT;LG_DESTFAM_S;LG_DESTFAM_C;LG_DESTFAM_F;LG_DESTFAM_O;LG_DESTFAM_OTXT;LG_DESTCOL_S;LG_DESTCOL_C;LG_DESTCOL_F;LG_DESTCOL_O;LG_DESTCOL_OTXT;LG_DESTO_O;LG_DESTO_OTXT;DECODE;LG_SMS_NO;LG_SMS_FR;LG_SMS_CR;LG_SMS_O;LG_SMS_OTXT;LG_MIX;LG_MIX_S;LG_MIX_C;LG_MIX_F;LG_MIX_O;LG_MIX_OTXT;H_LEC;LEC_T_JOU;LEC_T_BD;LEC_T_WEB;LEC_T_SONG;LEC_T_BOOK;LEC_T_O;LEC_T_OTXT;LEC_CR;LEC_CR_JOU;LEC_CR_BD;LEC_CR_WEB;LEC_CR_SONG;LEC_CR_BOOK;LEC_CR_O;LEC_CR_OTXT;REDAC;REDAC_MOTS;REDAC_TRA;REDAC_JI;REDAC_O;REDAC_OTXT;REDAC_COMMENT;REDAC_CR;REDAC_CR_COMMENT;POB_PARTICIP;POB_COMMENT;FORM_DATE
cmr-slr-c001-p0179;m;18;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;lyc;g;sans;97430;97430;more5;10to20;no;tsjours;rare;regul;regul;0;1;2;3;0;;yes;;yes;yes;;;;;yes;;;;;yes;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;yes;anglais;0.2;;;yes;;;yes;exercices scolaire;yes;yes;;;;;;;yes;yes;yes;;yes;cahier;les prises de notes;yes;entre amis;0692740830,0692576701,0692469461,0692731025;"
";26/05/2008 13:37
cmr-slr-c001-p0180;f;27;;;yes;;;;yes;;yes;anglais allemand;;;yes;;;;;yes;;;bac5;g;cadre;97412;97440;more5;10to20;no;tsjours;jms;tsjours;jms;3;1;2;4;5;clients;yes;;;yes;;;;;yes;;;;yes;yes;;;;;yes;;;yes;utilisation de la langue aux ouvriers;moy;;yes;;;;yes;;yes;yes;yes;anglais;1;;;yes;;;yes;textes de loi;no;;;;;;;;yes;;;;yes;courriers, notes de service, procédure;professionnel;no;;;intuitive;26/05/2008 15:00
cmr-slr-c001-p0181;m;20;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac;g;admin;97490;97490;more5;20to50;yes;jms;rare;tsjours;regul;0;2;1;3;0;;yes;;yes;;;;;;yes;;;;;yes;;;;;yes;;;;;fac;;;yes;;;no;;;;;;1;yes;;yes;;;;;yes;yes;yes;yes;yes;;;;yes;;;;yes;notes;pense bête;no;;;de la façon la plus rapide et la plus courte.;26/05/2008 15:14
cmr-slr-c001-p0182;f;26;;yes;;;;;yes;yes;;;;yes;;;;;yes;yes;;;bac;p;comm;97400;97400;more5;20to50;no;tsjours;jms;regul;jms;2;4;5;1;0;;yes;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;0;;;;;;;;yes;;;;yes;;;;yes;yes;yes;;;;quand je m'ennui;yes;quand j'envois des sms  ou quand je chante ;692857641,1;ben koman y lé ou ben sinon kwa la fé a swar y sort kwé;26/05/2008 16:45
cmr-slr-c001-p0183;m;31;;;yes;;;;yes;;;;;;yes;;;;;yes;;;bac5;g;cadre;97400;97400;1to3;less5;no;rare;rare;tsjours;rare;2;3;1;4;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;;;;yes;;yes;yes;yes;anglais;1;yes;;yes;;yes;;;no;;;;;;;;yes;yes;yes;;;;post it;no;;;phonetique;26/05/2008 18:17
cmr-slr-c001-p0184;m;20;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac2;g;sans;97430;97410;1to3;more100;no;rare;rare;regul;rare;4;1;2;3;5;en metropole;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;anglais allemand;1;yes;;yes;yes;;;;yes;yes;;;;;;;yes;;yes;;;;tous les jours au lycée;no;;;abrégé;26/05/2008 18:18
cmr-slr-c001-p0185;f;31;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac4;g;enssec;97400;97400;more5;10to20;no;tsjours;rare;tsjours;jms;0;1;2;3;0;;yes;;;yes;yes;anglais;;;yes;;;;;yes;;;;;yes;;;;;fac;;yes;;yes;anglais;yes;;;yes;yes;anglais;3;yes;;yes;;yes;;;no;;;;;;;;yes;yes;yes;yes;;;"travail
correspondance avec mes amis et ma famille restés en métropole (deux à trois fois par semaine)";no;;692226222;"j'écris de façon très condensée, souvent je commence mon sms en écrivant les mots en entier et ensuite je ""retravaille"" mon sms pour l'abréger le plus possible et pour pouvoir en dire plus en un seul sms

j'essaie aussi de rester la plus lisible possible et j'adapte la façon d'écrire mon sms à mon interlocuteur ";26/05/2008 18:19
cmr-slr-c001-p0186;f;29;;yes;;;;;;yes;;;;;yes;;;;;yes;;;bac4;g;enssec;97440;97440;more5;20to50;no;tsjours;jms;regul;rare;4;1;2;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;no;;;;;;3;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;yes;correspondance avec les parents..;"but professionnel.
fréquence: tous les jours";no;;;"j'abrège les mots couran et j'écris juste les lettres du mot qui permmettent une reconnaissance phonétique: par exemple: ""fonétiq""";26/05/2008 18:19
cmr-slr-c001-p0187;f;36;;;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac1;g;cadre;97440;;1to3;more100;no;jms;rare;tsjours;jms;0;1;3;2;0;;yes;;;yes;;;;;yes;;;;;yes;;;;;yes;;;yes;MUSULMAN;fac;;yes;;;;yes;;yes;yes;;;5;yes;yes;yes;yes;yes;;;yes;yes;;yes;yes;;;;yes;yes;yes;yes;;;Je rédige des poèmes;no;;;je suis accro au SMS et je vais très vite à la frappe;26/05/2008 18:21
cmr-slr-c001-p0188;m;20;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac;g;admin;97400;97400;1to3;10to20;no;tsjours;regul;tsjours;rare;0;1;4;3;5;Vous!;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;yes;;;yes;yes;Anglais geek;1;yes;;yes;;yes;yes;Magazines;no;;;;;;;;yes;yes;;;yes;Brouillons, prise de notes;quatre fois par semaine pour le travail;no;;;"Entre le phonétique et l'économique mais en évitant les abréviations tordues, inutiles et débiles (du genre ""mwa"" qui utilise autant de lettres que ""moi"") ";26/05/2008 18:24
cmr-slr-c001-p0189;m;47;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac4;g;enspm;97434;97460;3to5;5to10;yes;rare;rare;tsjours;rare;0;3;1;2;0;;yes;;yes;;;;;;yes;;;;;yes;;;;;yes;;;;;moy;;yes;;;;yes;;yes;yes;;;4;yes;;yes;;yes;;;no;;;;;;;;yes;yes;yes;;;;Courrier professionel;no;;692088080,1;messages courts pour l'urgence ou pour ne pas déranger (lecture différée possible);26/05/2008 18:26
cmr-slr-c001-p0190;f;21;;yes;yes;;;;yes;;;;;yes;;;;;;yes;;;bac;p;sans;97440;97440;1to3;more100;no;jms;jms;regul;jms;0;1;2;0;0;;yes;;yes;;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;;yes;;;no;;;;;;5;;;;;yes;;;no;;;;;;;;yes;;yes;;;;pour mes recherches d'emploi;no;;;très simple, de façon à me feire comprendre au pres de mes amis et de ma  famille;26/05/2008 18:27
cmr-slr-c001-p0191;m;15;;;yes;;;;;yes;;;;;yes;;;;;yes;;;lyc;g;sans;97460;97460;1to3;5to10;no;rare;jms;regul;jms;2;1;3;4;5;téléchargements ;yes;;yes;yes;;;;;yes;;;;;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;anglais;4;yes;yes;yes;yes;yes;;;yes;;yes;;;;;;yes;yes;yes;;yes;leçons...;tous les jours à chaque cour environ six h jour Pour correspondre prendre des notes;no;;692028963;et bien cela dépend des personnes... Par exemple les amis bn jvé ekrir koma, pi la famy je vais écrire comme sa pour bien qu'ils comprennent... ;26/05/2008 18:27
cmr-slr-c001-p0192;f;23;;yes;yes;;;;yes;;;;;yes;;;;;yes;yes;;;bac2;g;sans;97430;97490;more5;10to20;no;regul;rare;tsjours;rare;3;2;1;0;0;;yes;;yes;;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;un peu d'anglais et d'espagnol;3;yes;;yes;yes;;yes;publicité;yes;;;;;;yes;de petites histoires en créole;yes;yes;yes;;yes;mes cours!!!;surtout lors de la prise de note qui doit se faire assez voir même trés rapidement;yes;des SMS, messages perso, mémos.....;;j'essaye d'écrire le plus simplement possible mais de maniere la plus condensée possible afin de pouvoir écrire le plus possible dans un espace réduit.;26/05/2008 18:27
cmr-slr-c001-p0193;m;23;;;yes;;;;;yes;;;;;yes;;;;yes;yes;;;bac4;g;sans;97490;97400;more5;20to50;no;regul;rare;tsjours;jms;0;2;3;4;1;BOYFRIEND;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;no;;;;;;5;;;yes;;;yes;COURS;no;;;;;;;;yes;yes;;;yes;COURS;PRISE DE NOTES/MESSAGES AUX AMIS PENDANT LES COURS/SOUVENT ET TOUS LES JOURS;no;;;PLUTOT DE MANIERE PHONETIQUE;26/05/2008 18:27
cmr-slr-c001-p0194;m;37;;;yes;;;;;yes;;;;yes;yes;;;;;yes;;;bac1;g;sans;97460;;1to3;less5;yes;jms;jms;rare;rare;0;1;5;0;1;élèves, parents d élèves.;no;;;;;;;;;;;;;;;;;;;;;;;moy;yes;;;;;no;;;;;;1;;;yes;;yes;;;yes;;;;yes;;;;yes;yes;;;yes;contes, vulgarisation scientifique.;plaisir, fréquence aléatoire;no;;;expliquer en un minimum de mots l'information à transmettre en fonction de la personne. ;26/05/2008 18:29
cmr-slr-c001-p0195;f;14;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;col;g;sans;97440;;3to5;more100;no;jms;rare;tsjours;rare;0;1;3;2;0;;yes;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;8;yes;yes;yes;yes;yes;;;yes;yes;yes;yes;yes;yes;;;yes;yes;;yes;;;Je raconte mes journées et mes petits secrets;yes;sa meme meme;;je ne peux m'en passer pendant une seule journée!j'avoue en etre accro!;26/05/2008 18:29
cmr-slr-c001-p0196;f;33;;yes;;;;;;yes;;;;yes;;;;;;yes;;;lyc;g;sans;97430;97430;more5;50to100;yes;regul;jms;rare;regul;0;2;1;3;5;docteur et ambulance;yes;;yes;;;;;;yes;;;;yes;;;;;yes;;;;;;moy;;yes;yes;;;yes;;yes;yes;;;1;;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;informer et exprimer ses sentiments selon les humeurs;no;;692731896,1;le plus simple possible en utilisant le moins de lettre possible;26/05/2008 18:30
cmr-slr-c001-p0197;f;13;;;yes;;;;yes;yes;;;;;yes;;;;;yes;;;col;g;sans;97425;97425;1to3;less5;no;jms;jms;regul;jms;5;1;1;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;yes;;;yes;yes;anglais;2;;yes;;yes;yes;;;no;;;;;;;;yes;yes;;;;;dans le but de parler a mes amis sans avoir une longue conversation et en ciblant l'information que je veux avoir ou donner. Et, j'utilise cette méthode assez souvent.;no;;;"Je les écris de la manière la plus courte et la plus comprehensible.
VU que plus on écrit et plus le sms et long, be je l'écris de la manière qui est plus facile, je ne regarde pas les règles d'othographe et les accords, je ragarde juste si on comprends ce que j'ai écrit.";26/05/2008 18:33
cmr-slr-c001-p0198;f;19;;yes;;;;;yes;;;;;yes;;;;;;yes;;;col;p;sans;97450;97450;more5;5to10;no;tsjours;jms;tsjours;jms;4;3;2;0;1;le petit copain;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;no;;;;;;2;yes;;yes;yes;yes;;;yes;;;;;yes;;;yes;yes;;;;;pour s'amuser et a chercher d'autre moyens d'ericre les sms plus court;yes;si koi mi done présicion mi compren pa;0692337627,0692255791,0692243836,0692982859;mi écri lé sms tré cour;26/05/2008 18:33
cmr-slr-c001-p0199;f;52;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac2;g;cadre;97427;;more5;10to20;no;jms;regul;tsjours;jms;0;2;1;5;3;partenaires professionnels;no;;;;;;;;;;;;;;;;;;;;;;;moy;yes;;;;;no;;;;;;2;yes;;yes;;yes;;;no;;;;;;;;yes;yes;yes;;;;chaque jour pour écrire à ma famille en métropole ou écrire de longs mails aux amis et à la famille;no;;692473520;;26/05/2008 18:33
cmr-slr-c001-p0200;f;34;;;yes;;;;yes;yes;;;;yes;yes;yes;mauriciene anglais;;yes;yes;;;bac;g;sans;97450;;more5;20to50;no;jms;jms;regul;jms;5;1;2;4;3;radio;yes;;yes;yes;;;;yes;yes;;;;yes;yes;yes;anglais;;yes;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;anglais;2;yes;;yes;yes;yes;yes;horoscope  cuisine;yes;yes;yes;;;;;;yes;yes;;;yes;poeme;plaisir;yes;po le plaisir;;bof le plu cour possib po pa pren tro laplace pck lé mo lé limité;26/05/2008 18:41
cmr-slr-c001-p0201;f;18;;yes;;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac;g;sans;97490;97470;3to5;50to100;no;tsjours;tsjours;rare;rare;3;1;2;0;0;;yes;;yes;yes;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;5;yes;;yes;yes;yes;yes;magasine TV;yes;;;;;yes;yes;textes étudiés à l'école ;yes;yes;yes;;yes;les cours des différentes matiéres;pour aller plus vite, gagner du temps;yes;pour les petits mots;;j'écris les SMS de façon à ce que cela tienne dans un message, donc le plus d'abréviation possible. Les SMS sont écrites de façon différentes selon les personnes. Pour des connaissances dans un francais claire et correcte. Tandis que pour la famille et les amis proches c'est écris avec beaucoup d'abréviations.;26/05/2008 18:46
cmr-slr-c001-p0202;f;15;;yes;;;;;yes;;;;;yes;yes;;;;;;;;col;g;sans;97410;97410;more5;50to100;no;tsjours;regul;tsjours;tsjours;4;1;2;3;5;téléchargement;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;no;;;;;;1;;;yes;yes;;;;yes;;;yes;;;;;yes;yes;;;;;à l'école cinq jours sur sept;yes;si j'ai quelque chose à dire à un ami e que je ne peux pas le lui dire oralement;693037128;;26/05/2008 18:47
cmr-slr-c001-p0203;f;45;;yes;;;;;;yes;;;;yes;yes;;;;yes;yes;;;bac4;p;inf;97429;97429;3to5;5to10;no;tsjours;jms;tsjours;rare;0;2;1;4;3;connaissances;yes;;yes;yes;;;;;yes;;;;yes;yes;yes;anglais;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;yes;anglais;5;yes;;yes;yes;;yes;courrier, revues, documents professionnels;yes;;;;;;yes;articles quelconque rédigés en créole;yes;yes;yes;;yes;beaucoup d'écriture dans le cadre de ma profession : dossiers, rapport, ....;profession, sur toute la durée du travail;yes;les petits mots, lorsqu'il faut noter les propos de la personne lors des entretiens;;les abréviations qui font gagner du temps et des caractères, souci de compréhension du lecteur, émoticons, des abréviations propres à un destinataire (slt pour une soeur, LO pour une autre), souci que ce soit bien perçu (politesse) ;26/05/2008 18:52
cmr-slr-c001-p0204;f;17;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;lyc;g;sans;97490;97490;more5;less5;no;rare;rare;rare;jms;3;1;2;0;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;;;yes;cours, annales de bac;no;;;;;;;;no;;;;;;;no;;;J'ai le plus souvent en abrégé ou en phonétique;26/05/2008 18:58
cmr-slr-c001-p0205;f;18;;yes;yes;;;;;yes;;;;yes;yes;;;;;;;;lyc;g;sans;97430;97430;more5;10to20;no;tsjours;regul;tsjours;jms;5;1;2;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;no;;;;;;8;yes;;yes;yes;;;;no;;;;;;;;yes;yes;yes;;;;Quand on ne dois pas discuter en classe et qu'on a une chose importante à dire à quelqu'un;no;;;Le plus court possible tout en faisant en sorte que mon destinataire comprenne le sms.;26/05/2008 19:25
cmr-slr-c001-p0206;f;19;;yes;;;;;;yes;;;;yes;;;;;;yes;;;bac;g;sans;97432;;more5;10to20;no;jms;rare;rare;rare;5;2;2;0;1;mon fiancé;no;;;;;;;;;;;;;;;;;;;;;;;fac;;;yes;;;yes;;yes;yes;;;1;yes;;yes;;yes;;;no;;;;;;;;no;;;;;;;no;;;beaucoup d'abréviation parfois le créole et le français est mélangé a ma manière mais cela reste compréhensible. ;26/05/2008 19:38
cmr-slr-c001-p0207;f;20;;yes;;;;;;yes;;;;yes;yes;;;;yes;yes;;;bac;g;sans;97430;97430;3to5;50to100;no;rare;rare;regul;rare;5;1;2;5;0;;yes;;yes;;;;;;yes;;;;yes;;;;;yes;;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;anglais espagnol;0;;;;;;;;no;;;;;;;;yes;;;yes;;;"rarement

";no;;692390190;complexe pour les personnes qui les recoivent;26/05/2008 20:05
cmr-slr-c001-p0208;f;15;;;yes;;;;yes;yes;;;;yes;;;;;;yes;;;col;g;sans;97426;;3to5;50to100;no;tsjours;jms;rare;rare;4;1;2;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;;;;yes;;;yes;yes;Anglais;2;yes;yes;yes;yes;;;;yes;yes;yes;yes;;;;;yes;yes;;;;;Pour me détendre;no;;;;26/05/2008 20:19
cmr-slr-c001-p0209;f;26;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac4;g;sans;97407;97407;more5;10to20;no;jms;jms;regul;jms;0;2;0;0;1;MON COPAIN;yes;;;yes;yes;à un ami capverdien en ANGLAIS;;;yes;;;;;yes;;;;;;yes;pas de collègue;yes;à mon copain en français;moy;;yes;;;;yes;;;yes;yes;anglais et langage sms ;5;yes;;yes;;yes;yes;les dossiers que j'écris pour la fac;no;;;;;;;;yes;yes;;;yes;les cours à la fac, les fiches de révision, des notes dans les livres;quelques heures par semaine pour les cours, tous les jours pour les njotes dans les livres;no;;0618924386,0612704724,0642688670,0676759402,0666360445,0678814326,0618784440,0616593229,0607347764,0614209323,0611114688,0677756057,0678929920,0698160803,0699365194,0609642235,0664256012,0661486156;le plus rapidement possible en restant le plus proche possible de l'orthographe du mot;27/05/2008 00:40
cmr-slr-c001-p0210;m;45;;;yes;;;;;;yes;creole;;yes;;;;;;yes;;;col;p;admin;97400;97400;3to5;5to10;yes;jms;jms;regul;jms;0;1;2;3;0;;yes;;;yes;;;;;yes;;;;;yes;;;;;yes;;;;;moy;;yes;;;;yes;;yes;yes;;;3;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;pour le travail;no;;0692610794,0692614386,0692885900;en abregé;27/05/2008 07:17
cmr-slr-c001-p0211;f;49;;;yes;;;;;yes;;;;yes;yes;;;;yes;yes;;;bac4;g;enssec;97436;97436;3to5;5to10;no;jms;rare;tsjours;jms;0;1;2;3;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;yes;anglais;yes;;yes;yes;;;4;yes;yes;yes;;yes;;;yes;;;;;;yes;des textes de littérature jeunesse ou des poésies;yes;yes;yes;;;nouvelles;pour me faire plaisir n'importe quand sans aucun rythme précis, selon l'envie;no;;0692446884,0692826630,0692097572,0692446881;c'est souvent le seul espace de non respect des règles écrites que je permets d'avoir car je ne supporte pas de lire des textes truffés de fautes.;27/05/2008 13:07
cmr-slr-c001-p0212;m;29;;;yes;;;;;;yes;malgache;;;yes;;;;;;;;bac;p;sans;97490;;less1;less5;yes;regul;rare;tsjours;tsjours;0;4;5;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;no;;;;;;3;yes;;yes;yes;;;;no;;;;;;;;no;;;;;;;no;;0693020463,0693025045,0692131481;;27/05/2008 13:41
cmr-slr-c001-p0213;f;21;;yes;;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac3;g;sans;97490;97490;more5;5to10;no;regul;rare;regul;jms;5;2;1;0;0;;yes;;;yes;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;yes;yes;;;yes;yes;;;;;;;yes;yes;yes;;;;"pour ne pas oublier rédaction d'un devoir d'une lettre 
régulièrement";no;;;je varie la façon dont j'écris mes SMS selon la personne à qui je compte l'envoyer, j'utilise beaucoup le langage SMS pour utiliser moins de caractères, je pense que la façon dont j'écris reste compréhensible que se soit en créole ou en français;27/05/2008 14:52
cmr-slr-c001-p0214;m;27;;;yes;;;;;;yes;hindi;;yes;yes;yes;hindi;;;yes;yes;malgaches;col;g;sans;97400;;more5;less5;no;regul;jms;tsjours;jms;4;2;1;3;5;malgaches;yes;;;;yes;hindi;;;yes;;;;;;yes;hindi;;yes;yes;;;;;fac;;yes;;yes;hindi;yes;;;yes;yes;hindi;1;yes;;yes;;;;;no;;;;;;;;yes;yes;;;;;bloc note;no;;;;27/05/2008 16:35
cmr-slr-c001-p0215;f;21;;yes;;;;;;yes;;;;yes;yes;;;;yes;yes;;;bac1;g;sans;97410;97410;more5;10to20;no;jms;jms;regul;regul;5;2;3;4;1;mon Copain;yes;;yes;;;;;yes;;;;;yes;;;;;;yes;;;yes;creole et francais;fac;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;;;;;yes;;;yes;yes;;;;yes;yes;;;;;carte .. message avc consigne pr la famille;no;;;phonétiquement en utilisant le moin de caractére;27/05/2008 19:08
cmr-slr-c001-p0216;m;23;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac1;g;sans;97417;;more5;10to20;no;tsjours;tsjours;regul;regul;5;3;2;4;1;petite amie;yes;;yes;yes;;;;;yes;;;;;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;yes;yes;yes;;;;;yes;yes;;yes;;;;;yes;;yes;;;;Journal de bord tout les jours;yes; oui lors de prise de note pendant les cours...;;Sms écrit en abrégé pour gagné de la place...;27/05/2008 19:55
cmr-slr-c001-p0217;m;27;;yes;yes;;;;yes;;;;;yes;;;;;yes;yes;;;bac2;p;inf;97424;97460;more5;20to50;yes;regul;rare;regul;rare;4;1;2;3;5;Inconnus;yes;;yes;;;;;yes;yes;;;;yes;;;;;yes;yes;;;;;moy;;yes;;;;yes;;yes;yes;;;2;yes;;yes;;yes;;;yes;yes;;;yes;;;;yes;;;;yes;Travail;Transmissions;no;;;Je dirai courte, allant à l'essentiel, modérément abbréviée...;27/05/2008 21:55
cmr-slr-c001-p0218;f;39;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac4;g;proflib;97490;;more5;5to10;yes;jms;jms;tsjours;jms;0;1;2;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;;;;no;;;;;;3;yes;;yes;;yes;;;no;;;;;;;;yes;;yes;;;;"professionnel
journaliérement";no;;692088765;en francais et le plus clairement posible;28/05/2008 07:10
cmr-slr-c001-p0219;f;53;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac3;g;inf;97430;97430;1to3;5to10;no;jms;jms;regul;jms;4;3;1;2;0;;yes;;;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;;yes;;;no;;;;;;;;yes;;yes;;;;pour les transmissions à la fin de matournée de soins;no;;;pour aller plus vite ne pas se casser la tête pour etre sur de ne pas faire de faute le plus principalement la vatesse;28/05/2008 08:51
cmr-slr-c001-p0220;f;22;;;;yes;Comorienne;;yes;yes;yes;comorienne;;yes;yes;yes;comorienne;;;yes;;;bac1;g;sans;97400;97400;more5;5to10;no;jms;regul;regul;rare;0;1;2;3;4;connaissances autres que des collègues ou amis;yes;;yes;yes;yes;comorien;;;yes;;;;;yes;yes;comorien;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;yes;comorien;7;yes;yes;yes;;yes;;;no;;;;;;;;yes;;yes;yes;yes;;pour des recherches personnels concernant l'histoire des îles comores;no;;0692190049,0692479078,0692999428;les sms je les écris selon les personnes, en abreget pour les amis et correctement pour la famille au risque de ne pas me faire comprendre.;28/05/2008 16:55
cmr-slr-c001-p0221;f;20;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac1;g;sans;97417;97400;more5;50to100;no;tsjours;regul;regul;regul;4;1;2;3;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;;;;yes;;yes;yes;;;4;yes;yes;yes;yes;yes;;;yes;;;yes;yes;yes;;;no;;;;;;;no;;;De maniere rapide, avec beaucoup d'abréviation pour prendre moins de place;28/05/2008 18:36
cmr-slr-c001-p0222;f;24;;;yes;yes;mauricien;;;yes;yes;mauricien;;;yes;yes;"anglais
mauricien";;;yes;;;bac2;g;sans;97400;;more5;50to100;no;jms;jms;regul;jms;0;1;2;0;0;;yes;;;yes;yes;"anglais
mauricien";;;yes;yes;mauricien;;;yes;yes;"mauricien
anglais";;;yes;;;;;fac;;yes;;yes;"anglais
mauricien";yes;;;yes;yes;"anglais
mauricien";2;;;;;yes;;;no;;;;;;;;yes;;;;yes;prise de notes;tous les jours, pour mémoriser les données;no;;;je mélange les chiffres, les langues,etc afin de parvenir a des sons qui se rapprochent le plus possible au mot que je souhaite dire.;28/05/2008 19:19
cmr-slr-c001-p0223;f;35;;;yes;;;;yes;;;;;yes;yes;;;;yes;yes;;;bac4;g;admin;97490;97490;more5;less5;yes;tsjours;rare;tsjours;rare;4;2;1;3;5;connaissances;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;;;;;yes;yes;yes;;yes;;;;yes;yes;;;;;me rappeler de chaque mission;no;;;j'utilise soit l'aide intuitive du portable, soit des abréviations;29/05/2008 18:32
